,V1,V2,V3,total
88,2,8,@jenniferatntd,7497
89,2,9,@SecPompeo,9128
90,2,9,@KarluskaP,7813
91,2,9,@jenniferatntd,7572
92,2,9,@inteldotwav,7033
93,2,9,@OlaTinee,6342
94,2,10,@JustinB84741875,10688
95,2,10,@realDonaldTrump,9616
96,2,10,@stevehanke,7875
97,2,10,@WHO,7411
98,2,10,@PrisonPlanet,6694
99,2,11,@charliekirk11,16184
100,2,11,@WHO,16089
101,2,11,@JustinB84741875,12165
102,2,11,@ChrisMurphyCT,6555
103,2,11,@JeromePolin,6506
104,2,12,@kiiingkrystal,23644
105,2,12,@RealJamesWoods,17593
106,2,12,@WHO,15255
107,2,12,@ChinaDaily,8790
108,2,12,@paulettasofia,7526
109,2,13,@kiiingkrystal,17497
110,2,13,@RealJamesWoods,15337
111,2,13,@WHO,11901
112,2,13,@BNODesk,10093
113,2,13,@spectatorindex,8276
114,2,14,@WHO,12223
115,2,14,@jenniferatntd,8124
116,2,14,@CNNIndonesia,7623
117,2,14,@ronkelawal,7512
118,2,14,@KemluRI,7129
119,2,15,@thaidansker,16308
120,2,15,@jenniferatntd,9840
121,2,15,@WHO,9367
122,2,15,@AhlulQohwah,8671
123,2,15,@spectatorindex,6713
124,2,16,@callumtwalker,40206
125,2,16,@WHO,8880
126,2,16,@jenniferatntd,8701
127,2,16,@TheWorldIsY,8533
128,2,16,@hels,8474
129,2,17,@RonallChersan,12637
130,2,17,@WHO,9668
131,2,17,@globaltimesnews,9144
132,2,17,@janyanis,7067
133,2,17,@SenTomCotton,5970
134,2,18,@peytnhaag,20551
135,2,18,@MichaelCoudrey,13188
136,2,18,@WHO,9685
137,2,18,@YouTube,9579
138,2,18,@RonallChersan,9226
139,2,19,@peytnhaag,34537
140,2,19,@lilmaddest,19397
141,2,19,@TonsTweetings,14065
142,2,19,@washikirei,12494
143,2,19,@sleeplessbkk,9437
144,2,20,@sleeplessbkk,14133
145,2,20,@washikirei,13747
146,2,20,@suthichai,9963
147,2,20,@realDonaldTrump,9236
148,2,20,@WSJ,8685
149,2,21,@naomusiker,59868
150,2,21,@washikirei,25798
151,2,21,@realDonaldTrump,18829
152,2,21,@BNODesk,15850
153,2,21,@sudarush,9428
154,2,22,@washikirei,26498
155,2,22,@naomusiker,20941
156,2,22,@verellie,17242
157,2,22,@realDonaldTrump,12792
158,2,22,@maddow,12667
159,2,23,@ConflitsFR,2529
160,2,23,@BNODesk,2040
161,2,23,@FinanzasTime,1491
162,2,23,@tagemeiqi,1452
163,2,23,@RichardEngel,1427
164,2,24,@realDonaldTrump,15059
165,2,24,@DrDzul,11284
166,2,24,@willtbh,10746
167,2,24,@ConflitsFR,10458
168,2,24,@WHO,7931
169,2,25,@realDonaldTrump,28666
170,2,25,@OHmes2,10507
171,2,25,@boom13003,8270
172,2,25,@tedlieu,7244
173,2,25,@ConflitsFR,6695
174,2,26,@realDonaldTrump,37887
175,2,26,@CDCgov,9754
176,2,26,@OHmes2,8871
177,2,26,@superm,8498
178,2,26,@washikirei,6704
179,2,27,@realDonaldTrump,25553
180,2,27,@OHmes2,12093
181,2,27,@AOC,6620
182,2,27,@charliekirk11,6355
183,2,27,@CDCgov,5922
184,2,28,@realDonaldTrump,113569
185,2,28,@OHmes2,60331
186,2,28,@CNN,32851
187,2,28,@VP,20867
188,2,28,@OliverBecquart,17815
189,2,29,@realDonaldTrump,170502
190,2,29,@tedlieu,67198
191,2,29,@OHmes2,41146
192,2,29,@CNN,32052
193,2,29,@KarenFlemingPhD,30822
194,3,3,@realDonaldTrump,214248
195,3,3,@intothebrush,85848
196,3,3,@RealJamesWoods,59623
197,3,3,@OHmes2,48874
198,3,3,@tedlieu,33704
199,3,3,@OriginalDWoods,29172
200,3,3,@galeforcerob,26148
201,3,3,@WHO,26122
202,3,3,@GirlNamedMarley,19472
203,3,3,@Pogllins,11336
204,3,3,@MoHFWINDIA,8103
205,3,4,@realDonaldTrump,84011
206,3,4,@BarackObama,50982
207,3,4,@adazzlinhaze,45271
208,3,4,@ROSNALJU,41679
209,3,4,@GOPLeader,30102
210,3,5,@stayfrea,40061
211,3,5,@realDonaldTrump,32148
212,3,5,@NCStinn,9583
213,3,5,@BarackObama,8776
214,3,5,@adazzlinhaze,8107
215,3,6,@realDonaldTrump,36156
216,3,6,@tedlieu,14989
217,3,6,@DrDenaGrayson,14890
218,3,6,@elonmusk,12684
219,3,6,@MyFavsTrash,11009
220,3,7,@elonmusk,26509
221,3,7,@realDonaldTrump,24872
222,3,7,@ayoair,10214
223,3,7,@goodmiad,9529
224,3,7,@tedlieu,9078
225,3,8,@realDonaldTrump,22815
226,3,8,@KHJEsq,9332
227,3,8,@samanthariggs,9298
228,3,8,@tanawatofficial,8336
229,3,8,@SJimons,7540
230,3,9,@realDonaldTrump,32851
231,3,9,@OfficiallyAlly,10177
232,3,9,@BernieSanders,9889
233,3,9,@DrPaulGosar,7526
234,3,9,@jameshamblin,7513
235,3,10,@realDonaldTrump,19659
236,3,10,@ariannalp,5181
237,3,10,@Nyscalo,5070
238,3,10,@ConflitsFR,4506
239,3,10,@labisbeticah,4396
240,3,11,@realDonaldTrump,21554
241,3,11,@WHO,14875
242,3,11,@tastefullytayy,9651
243,3,11,@juliaksksks,6345
244,3,11,@kidmanscill,5884
245,3,12,@realDonaldTrump,19568
246,3,12,@juliaksksks,7312
247,3,12,@Nazeefah,7126
248,3,12,@WHO,7047
249,3,12,@tinyunhwa,5934
250,3,13,@realDonaldTrump,21560
251,3,13,@intothebrush,6484
252,3,13,@WHO,6449
253,3,13,@ravaskar,5511
254,3,13,@SethAbramson,4957
255,3,14,@realDonaldTrump,20350
256,3,14,@NicholsUprising,9362
257,3,14,@intothebrush,7802
258,3,14,@HtownBabyG,6735
259,3,14,@ohgeminii,6662
260,3,15,@realDonaldTrump,15372
261,3,15,@LBGEEVEE,8737
262,3,15,@intothebrush,8280
263,3,15,@micheljessica,5979
264,3,15,@RomitBMD,4646
265,3,16,@RealJamesWoods,12122
266,3,16,@realDonaldTrump,11959
267,3,16,@intothebrush,10478
268,3,16,@idriselba,8595
269,3,16,@WHO,8541
270,3,17,@realDonaldTrump,30368
271,3,17,@BalkanBlood,22020
272,3,17,@GoughCJ,18195
273,3,17,@idriselba,16157
274,3,17,@FaheemYounus,15715
275,3,18,@realDonaldTrump,38605
276,3,18,@RealJamesWoods,7943
277,3,18,@intothebrush,7626
278,3,18,@charliekirk11,7492
279,3,18,@cottoncandaddy,6477
280,3,19,@realDonaldTrump,52571
281,3,19,@baeonda,29694
282,3,19,@charliekirk11,22012
283,3,19,@narendramodi,12352
284,3,19,@RealJamesWoods,11166
285,3,20,@realDonaldTrump,33046
286,3,20,@charliekirk11,16124
287,3,20,@AOC,15665
288,3,20,@narendramodi,13130
289,3,20,@DearDean22,10192
290,3,21,@realDonaldTrump,34029
291,3,21,@narendramodi,18228
292,3,21,@hrmoroz,13400
293,3,21,@mohdkhairul,12812
294,3,21,@charliekirk11,12202
295,3,22,@realDonaldTrump,51640
296,3,22,@narendramodi,28630
297,3,22,@KyarraIman,16228
298,3,22,@RyanAFournier,9863
299,3,22,@charliekirk11,8955
300,3,23,@realDonaldTrump,57947
301,3,23,@HaddadFernando,17278
302,3,23,@narendramodi,16009
303,3,23,@charliekirk11,14747
304,3,23,@eugenegu,14038
305,3,24,@realDonaldTrump,12495
306,3,24,@narendramodi,10653
307,3,24,@WHO,3810
308,3,24,@SpeakerPelosi,3474
309,3,24,@RealJamesWoods,3329
310,3,25,@realDonaldTrump,13241
311,3,25,@narendramodi,7148
312,3,25,@JordanRowes,4943
313,3,25,@WHO,4054
314,3,25,@KKMPutrajaya,3867
315,3,26,@realDonaldTrump,32986
316,3,26,@narendramodi,13819
317,3,26,@charliekirk11,10658
318,3,26,@jairbolsonaro,9704
319,3,26,@dglo4me,9131
320,3,27,@realDonaldTrump,47856
321,3,27,@BorisJohnson,16896
322,3,27,@scenyor,11882
323,3,27,@morekimo,11346
324,3,27,@narendramodi,10090
325,3,28,@realDonaldTrump,38440
326,3,28,@morekimo,31481
327,3,28,@ChicagoTraderrr,24859
328,3,28,@narendramodi,18752
329,3,28,@MichaelCoudrey,11923
330,3,29,@realDonaldTrump,51751
331,3,29,@narendramodi,19600
332,3,29,@WHO,19483
333,3,29,@JulianEpp,16973
334,3,29,@RealCandaceO,11852
335,3,30,@realDonaldTrump,35590
336,3,30,@AmberHobbs7,13853
337,3,30,@Imamofpeace,9181
338,3,30,@CorneliaLG,7741
339,3,30,@WHO,7699
340,3,31,@realDonaldTrump,11388
341,3,31,@narendramodi,4432
342,3,31,@ANI,3765
343,3,31,@charliekirk11,3539
344,3,31,@CNN,3380
345,4,4,@realDonaldTrump,125110
346,4,4,@ConflitsFR,53380
347,4,4,@CNN,40826
348,4,4,@narendramodi,40223
349,4,4,@charliekirk11,30011
350,4,4,@RealCandaceO,16413
351,4,4,@nextgaara,11559
352,4,4,@PanamaRedin215,8993
353,4,4,@RealJamesWoods,7390
354,4,4,@business,7103
355,4,5,@realDonaldTrump,43046
356,4,5,@narendramodi,26051
357,4,5,@charliekirk11,14911
358,4,5,@ConflitsFR,13465
359,4,5,@CNN,12887
360,4,6,@realDonaldTrump,46759
361,4,6,@narendramodi,14183
362,4,6,@BorisJohnson,13779
363,4,6,@ConflitsFR,13240
364,4,6,@RepMaxineWaters,12686
365,4,7,@realDonaldTrump,45399
366,4,7,@charliekirk11,20740
367,4,7,@lillihopkins,18463
368,4,7,@WHO,15933
369,4,7,@narendramodi,14989
370,4,8,@realDonaldTrump,28692
371,4,8,@narendramodi,11604
372,4,8,@WHO,11259
373,4,8,@CNN,10983
374,4,8,@ConflitsFR,9884
375,4,9,@realDonaldTrump,28131
376,4,9,@narendramodi,13571
377,4,9,@WHO,10671
378,4,9,@ConflitsFR,8967
379,4,9,@DrTedros,8682
380,4,10,@realDonaldTrump,37840
381,4,10,@narendramodi,16920
382,4,10,@WHO,13357
383,4,10,@RepMattGaetz,13334
384,4,10,@CNN,12779
385,4,11,@realDonaldTrump,34901
386,4,11,@narendramodi,15786
387,4,11,@CNN,13512
388,4,11,@charliekirk11,11688
389,4,11,@ConflitsFR,11122
390,4,12,@realDonaldTrump,58569
391,4,12,@nytimes,23360
392,4,12,@narendramodi,14605
393,4,12,@ConflitsFR,12891
394,4,12,@CNN,10873
395,4,13,@realDonaldTrump,65664
396,4,13,@ivettepataki,18668
397,4,13,@meesterleesir,17126
398,4,13,@nytimes,15394
399,4,13,@ejln,14792
400,4,14,@realDonaldTrump,47838
401,4,14,@narendramodi,23899
402,4,14,@BT21,18615
403,4,14,@SJPeace,17406
404,4,14,@charliekirk11,16491
405,4,15,@realDonaldTrump,48993
406,4,15,@WHO,32164
407,4,15,@BillGates,23042
408,4,15,@CNN,13851
409,4,15,@WhiteHouse,13122
410,4,16,@realDonaldTrump,39965
411,4,16,@WHO,21930
412,4,16,@ConflitsFR,14777
413,4,16,@narendramodi,13527
414,4,16,@DrTedros,13385
415,4,17,@realDonaldTrump,67520
416,4,17,@Lousimonn,29981
417,4,17,@narendramodi,13116
418,4,17,@ConflitsFR,12284
419,4,17,@CNN,12112
420,4,18,@BT21,80719
421,4,18,@realDonaldTrump,43657
422,4,18,@WHO,15444
423,4,18,@superm,15336
424,4,18,@narendramodi,12175
425,4,19,@realDonaldTrump,56136
426,4,19,@GlblCtzn,26065
427,4,19,@thesundaytimes,23158
428,4,19,@WHO,19549
429,4,19,@nytimes,11869
430,4,20,@realDonaldTrump,45847
431,4,20,@beyerstein,23170
432,4,20,@motulo,21883
433,4,20,@CNN,12804
434,4,20,@ConflitsFR,11601
435,4,21,@realDonaldTrump,16531
436,4,21,@HyundaiGlobal,4369
437,4,21,@WHO,4240
438,4,21,@ConflitsFR,3684
439,4,21,@HLGatell,3347
440,4,22,@realDonaldTrump,47031
441,4,22,@narendramodi,21087
442,4,22,@CNN,18134
443,4,22,@alfredodelmazo,16854
444,4,22,@ConflitsFR,13885
445,4,23,@realDonaldTrump,39277
446,4,23,@alfredodelmazo,20652
447,4,23,@ADBoyntonII,17506
448,4,23,@ConflitsFR,16035
449,4,23,@narendramodi,12604
450,4,24,@realDonaldTrump,65242
451,4,24,@DanielLewis3,25060
452,4,24,@CNN,17732
453,4,24,@narendramodi,17391
454,4,24,@ConflitsFR,16628
455,4,25,@realDonaldTrump,84660
456,4,25,@SethAbramson,24528
457,4,25,@lincnotfound,24463
458,4,25,@CNN,22462
459,4,25,@WHO,20684
460,4,26,@realDonaldTrump,79120
461,4,26,@JustSumGuy176,27137
462,4,26,@lincnotfound,26285
463,4,26,@Heavenlyxoxo,19145
464,4,26,@marklevinshow,18320
465,4,27,@realDonaldTrump,55980
466,4,27,@Heavenlyxoxo,32911
467,4,27,@RealJamesWoods,26659
468,4,27,@igbuducj,20563
469,4,27,@RealCandaceO,15773
470,4,28,@realDonaldTrump,33054
471,4,28,@CapriCornyCait,31217
472,4,28,@RealCandaceO,19117
473,4,28,@CNN,11741
474,4,28,@ABC,10652
475,4,29,@realDonaldTrump,32039
476,4,29,@charliekirk11,11379
477,4,29,@betsyrodriguez,9397
478,4,29,@TrumpWarRoom,7942
479,4,29,@PrinceHAK33M,7676
480,4,30,@realDonaldTrump,44242
481,4,30,@CNN,12978
482,4,30,@elonmusk,12323
483,4,30,@narendramodi,10018
484,4,30,@felipeneto,9795
485,5,5,@realDonaldTrump,237156
486,5,5,@bessbell,39115
487,5,5,@CNN,38273
488,5,5,@RealCandaceO,33788
489,5,5,@JeffKasanoff,33115
490,5,5,@narendramodi,26689
491,5,5,@funder,24440
492,5,5,@JoeBiden,23722
493,5,5,@alfredodelmazo,20271
494,5,5,@woonzen39,17117
495,5,5,@MrGee54,16252
496,5,5,@Brado84,14412
497,5,5,@AfricaFactsZone,11556
498,5,5,@ASlavitt,8747
499,5,5,@RahulGandhi,5994
500,5,6,@realDonaldTrump,54222
501,5,6,@JoeBiden,16031
502,5,6,@CNN,14596
503,5,6,@PugMafia2,14010
504,5,6,@WhiteHouse,11989
505,5,7,@realDonaldTrump,39474
506,5,7,@alfredodelmazo,21135
507,5,7,@MGRADS,20603
508,5,7,@CNN,17208
509,5,7,@GregAbbottTX,15938
510,5,8,@realDonaldTrump,38006
511,5,8,@Kingfreespeech,31886
512,5,8,@CNN,19817
513,5,8,@nytimes,19343
514,5,8,@benshapiro,14610
515,5,9,@realDonaldTrump,43143
516,5,9,@CNN,21744
517,5,9,@funder,17000
518,5,9,@nytimes,13795
519,5,9,@JoshuaPotash,12350
520,5,10,@realDonaldTrump,64039
521,5,10,@CNN,23304
522,5,10,@superm,21399
523,5,10,@BorisJohnson,20548
524,5,10,@NicolaSturgeon,15346
525,5,11,@realDonaldTrump,102381
526,5,11,@60Minutes,46814
527,5,11,@MikelJollett,31522
528,5,11,@AprilDRyan,26996
529,5,11,@JackPosobiec,25608
530,5,12,@realDonaldTrump,71982
531,5,12,@MikelJollett,33624
532,5,12,@narendramodi,25447
533,5,12,@RexChapman,19665
534,5,12,@CNN,16760
535,5,13,@realDonaldTrump,52012
536,5,13,@Muktab,40864
537,5,13,@RexChapman,34518
538,5,13,@IngrahamAngle,23293
539,5,13,@LizCheney,21547
540,5,14,@realDonaldTrump,53782
541,5,14,@GutsGlamGlory,36964
542,5,14,@BarackObama,30666
543,5,14,@CheaTaylor,20617
544,5,14,@CNN,19502
545,5,15,@realDonaldTrump,57015
546,5,15,@CNN,19015
547,5,15,@realDonaldTrumps,18755
548,5,15,@cutimakan,16531
549,5,15,@MoSpruill,16013
550,5,16,@realDonaldTrump,88293
551,5,16,@CNN,16049
552,5,16,@narendramodi,15461
553,5,16,@nytimes,15181
554,5,16,@CMOyeks,11948
555,5,17,@realDonaldTrump,85120
556,5,17,@MissGinaDarling,20972
557,5,17,@JoeBiden,17311
558,5,17,@CNN,16529
559,5,17,@RealJamesWoods,15270
560,5,18,@realDonaldTrump,87262
561,5,18,@DilanTheVillain,28184
562,5,18,@OHmes2,25384
563,5,18,@RealJamesWoods,21147
564,5,18,@ProjectLincoln,18996
565,5,19,@realDonaldTrump,63474
566,5,19,@JoeBiden,28529
567,5,19,@CNN,17016
568,5,19,@hshaban,16759
569,5,19,@WHO,14379
570,5,20,@realDonaldTrump,95946
571,5,20,@Toniob38,28441
572,5,20,@tribelaw,15127
573,5,20,@RyanAFournier,14359
574,5,20,@CNN,12401
575,5,21,@realDonaldTrump,69258
576,5,21,@RealJamesWoods,37688
577,5,21,@Toniob38,31120
578,5,21,@sayangbolekok,24341
579,5,21,@CNN,17073
580,5,22,@realDonaldTrump,65271
581,5,22,@cigsaftercat,30554
582,5,22,@CNN,17851
583,5,22,@RealJamesWoods,15624
584,5,22,@JoeBiden,12415
585,5,23,@realDonaldTrump,39121
586,5,23,@piersmorgan,20966
587,5,23,@Ndrews1162011,17816
588,5,23,@JoeBiden,17542
589,5,23,@RealJamesWoods,17363
590,5,24,@theprincedylan,73077
591,5,24,@realDonaldTrump,72901
592,5,24,@nytimes,25536
593,5,24,@BorisJohnson,18083
594,5,24,@ReicherStephen,17195
595,5,25,@realDonaldTrump,88393
596,5,25,@theprincedylan,16648
597,5,25,@epikhigz,16620
598,5,25,@piersmorgan,13309
599,5,25,@SpeakerPelosi,13138
600,5,26,@realDonaldTrump,74658
601,5,26,@sahelhaque,42361
602,5,26,@SherriSantosMSN,12361
603,5,26,@NYGovCuomo,11881
604,5,26,@RahulGandhi,9305
605,5,27,@realDonaldTrump,71037
606,5,27,@Goodable,24508
607,5,27,@JoeBiden,21917
608,5,27,@domdotty,21217
609,5,27,@sultanoftired,20179
610,5,28,@realDonaldTrump,116352
611,5,28,@DjWalt,31998
612,5,28,@JoeBiden,21246
613,5,28,@BrianSimsPA,16991
614,5,28,@briantylercohen,13811
615,5,29,@danamoralesss,104297
616,5,29,@jrnalll,76585
617,5,29,@realDonaldTrump,69098
618,5,29,@skaijackson,35423
619,5,29,@SkyNews,27113
620,5,30,@skaijackson,116700
621,5,30,@fvrnandaa,74281
622,5,30,@realDonaldTrump,35771
623,5,30,@YoungDems4Trump,32167
624,5,30,@whitneyhu,29341
625,5,31,@ishathepoet,66814
626,5,31,@beyabean,56393
627,5,31,@AlexEdelman,55875
628,5,31,@realDonaldTrump,29200
629,5,31,@pasteldotz,26626
630,6,6,@realDonaldTrump,202283
631,6,6,@MatthewACherry,86603
632,6,6,@Tgiferb,80280
633,6,6,@elonmusk,69534
634,6,6,@mitsurutenma,64523
635,6,6,@RealJamesWoods,37021
636,6,6,@nickwiger,36584
637,6,6,@GrahamBrookie,34870
638,6,6,@krixsna,31215
639,6,6,@ryanjreilly,30156
640,6,6,@Iamujer,29227
641,6,6,@Edomex,29148
642,6,6,@yarotrof,27088
643,6,6,@nobodybutme32,24276
644,6,6,@lakeeater,23574
645,6,6,@jonfavs,23264
646,6,6,@nerdybyptw,21607
647,6,6,@robreiner,21432
648,6,6,@DavidDTSS,20645
649,6,6,@afrkml,20136
650,6,6,@nanaths,19119
651,6,6,@WesleyLowery,14012
652,6,6,@MMarieSophie,13703
653,6,6,@NYGovCuomo,12558
654,6,7,@alanaauston,73817
655,6,7,@nickwiger,52343
656,6,7,@baabyyast,44784
657,6,7,@realDonaldTrump,37564
658,6,7,@lmantovani,31460
659,6,8,@realDonaldTrump,45180
660,6,8,@kynjoy,37635
661,6,8,@parismills,25403
662,6,8,@mmpadellan,21890
663,6,8,@lopezobrador,20982
664,6,9,@realDonaldTrump,61831
665,6,9,@Sp00kyMeadow,38764
666,6,9,@kynjoy,23849
667,6,9,@DrJCoftheDC,21050
668,6,9,@JoeBiden,18965
669,6,10,@realDonaldTrump,50287
670,6,10,@AsiaChloeBrown,47409
671,6,10,@kyliesparks,38368
672,6,10,@JoeBiden,29752
673,6,10,@IngrahamAngle,25175
674,6,11,@realDonaldTrump,56235
675,6,11,@artisticatty,22723
676,6,11,@champaaaaaa,20110
677,6,11,@lopezobrador,19163
678,6,11,@narendramodi,18154
679,6,12,@realDonaldTrump,50193
680,6,12,@wyabritt,40691
681,6,12,@InigoAbellar,28403
682,6,12,@JoeBiden,25807
683,6,12,@diorslxt,23630
684,6,13,@JudahTheSimp,74141
685,6,13,@realDonaldTrump,39061
686,6,13,@angelicaxval,34252
687,6,13,@GRIERBOLUDO,29169
688,6,13,@JoeBiden,27341
689,6,14,@angelicaxval,110319
690,6,14,@stevenzequ,82638
691,6,14,@sheriantoinette,49492
692,6,14,@SHNDY1312,44485
693,6,14,@rhysblakely,38113
694,6,15,@realDonaldTrump,105247
695,6,15,@sheriantoinette,99307
696,6,15,@stevenzequ,33261
697,6,15,@JoeBiden,31593
698,6,15,@RBReich,30530
699,6,16,@mrgoya01,74980
700,6,16,@realDonaldTrump,67809
701,6,16,@MarcusRashford,30940
702,6,16,@JoeBiden,29560
703,6,16,@Mellazimen,26824
704,6,17,@NlAMHMEALONE,40847
705,6,17,@realDonaldTrump,37819
706,6,17,@JhendersonJames,36851
707,6,17,@DALIZZZL,35257
708,6,17,@forensictoxguy,25064
709,6,18,@realDonaldTrump,64472
710,6,18,@Fayemous,46612
711,6,18,@ajhisnandez,29923
712,6,18,@jnguyen,29094
713,6,18,@JoeBiden,28015
714,6,19,@wewantMor,114172
715,6,19,@Fayemous,65742
716,6,19,@realDonaldTrump,62018
717,6,19,@ASlavitt,30135
718,6,19,@cloverlm,27817
719,6,20,@demetriachavon,108476
720,6,20,@bgluckman,69795
721,6,20,@realDonaldTrump,66630
722,6,20,@bettywinnn,41060
723,6,20,@JoeBiden,36216
724,6,21,@realDonaldTrump,94399
725,6,21,@AOC,79086
726,6,21,@riotwaltz,57676
727,6,21,@bgluckman,35362
728,6,21,@funder,28834
729,6,22,@realDonaldTrump,135471
730,6,22,@riotwaltz,41166
731,6,22,@BeeGilly,35543
732,6,22,@MissLeandra,29442
733,6,22,@ProjectLincoln,22414
734,6,23,@realDonaldTrump,130072
735,6,23,@erictile,76850
736,6,23,@SpookyAnarchist,39925
737,6,23,@JoeBiden,39080
738,6,23,@yogrishiramdev,37511
739,6,24,@realDonaldTrump,93285
740,6,24,@quincyhicks,50053
741,6,24,@Carlos4PF,44046
742,6,24,@f8th,28579
743,6,24,@JEONSGOODE,26136
744,6,25,@realDonaldTrump,101065
745,6,25,@f8th,43714
746,6,25,@DanRather,37331
747,6,25,@JasmynBeKnowing,36518
748,6,25,@ASlavitt,36432
749,6,26,@realDonaldTrump,128924
750,6,26,@BrianduNord,80022
751,6,26,@DatMichCray,75982
752,6,26,@JoeBiden,60213
753,6,26,@ZackBornstein,52215
754,6,27,@realDonaldTrump,108659
755,6,27,@ZackBornstein,38782
756,6,27,@f0lake,34869
757,6,27,@DrRPNishank,30686
758,6,27,@JoeBiden,27797
759,6,28,@BrynnTannehill,102344
760,6,28,@buhrooke,83531
761,6,28,@realDonaldTrump,80275
762,6,28,@7eandra,47966
763,6,28,@ProjectLincoln,42355
764,6,29,@BrynnTannehill,52288
765,6,29,@realDonaldTrump,51077
766,6,29,@FirstTryKai,45238
767,6,29,@chloedontsurf,42641
768,6,29,@NathanLerner,33675
769,6,30,@realDonaldTrump,73755
770,6,30,@chrisilluminati,28133
771,6,30,@lookitstaylorrr,26234
772,6,30,@drdavidsamadi,23349
773,6,30,@NYGovCuomo,20880
774,7,7,@realDonaldTrump,990122
775,7,7,@drdavidsamadi,162588
776,7,7,@CamealAshley,89040
777,7,7,@CoachJustice10,75866
778,7,7,@valeriatapia,74439
779,7,7,@kingdeficit,67191
780,7,7,@DaniOliver,62600
781,7,7,@EMRESUS,56633
782,7,7,@bluskyz,46626
783,7,7,@VONN3K,46507
784,7,7,@jessismoree,42039
785,7,7,@CNN,41005
786,7,7,@W,37674
787,7,7,@thesarahkelly,37126
788,7,7,@SenorGuapo,36372
789,7,7,@vanxessan,35493
790,7,7,@LoveAndShalom,35210
791,7,7,@ProjectLincoln,34326
792,7,7,@JoeBiden,33111
793,7,7,@wspieler,32959
794,7,7,@dejachanels,32626
795,7,7,@NYGovCuomo,32377
796,7,7,@stevenspohn,28024
797,7,7,@funder,25638
798,7,7,@kylegriffin1,22667
799,7,8,@realDonaldTrump,177601
800,7,8,@itsJeffTiedrich,41765
801,7,8,@KyleKulinski,37127
802,7,8,@ProjectLincoln,33558
803,7,8,@drdavidsamadi,32741
804,7,9,@realDonaldTrump,100063
805,7,9,@KyleKulinski,43263
806,7,9,@HeavenSentMel,42512
807,7,9,@drdavidsamadi,32145
808,7,9,@Noworriezzzz,30673
809,7,10,@realDonaldTrump,71398
810,7,10,@mhdksafa,51439
811,7,10,@HeavenSentMel,44541
812,7,10,@drdavidsamadi,24984
813,7,10,@ProjectLincoln,21869
814,7,11,@realDonaldTrump,59567
815,7,11,@KatlynMarie06,52259
816,7,11,@SrBachchan,49097
817,7,11,@RealJamesWoods,37953
